signalsNamesOrdered,maxSignals,minSignals,meanSignals,standardDeviationSignals,varianceSignals,kurtosisSignals,skewnessSignals,firstMomentSignals,secondMomentSignals,thirdMomentSignals,fourthMomentSignals,rmsSignals,powerSignals,maxCorrelationSignals,meanCorrelationSignals,standardDeviationSignals_1,varCorrelationSignals,kurtosisCorrelationSignals,powerCorrelationSignals,rmsCorrelationSignals
compassSystem,120.794611104995,-163.270409615071,-21.5387552556214,35129.0849868528,2047.78843398187,3.43797707126663,0.338221587798672,0,2047.53075329306,31336.2464543144,14413313.8283574,50.1143565383675,0.0007640465061424,467791.954331816,2987.32981146202,35129.0849868528,1234052612.01353,36.3107352381391,0.00060815295609983,35254.7741995278
compassFilter,115.33255415427,-150.021376493453,-21.5946140210512,31774.4317559587,2010.74364741583,3.31551899223786,0.369866218828029,0,2010.49062820765,33342.4683045083,13401568.3609439,49.7676399171774,0.000744891584336154,410119.385129255,2995.07717444655,31774.4317559587,1009614513.41407,29.4369209375648,0.000610935987454654,31914.2832437064
fullSystem,119.356559350659,-151.491228870366,-21.4614831666694,30461.5564148298,2021.84491847097,3.27819181714242,0.350183963558259,0,2021.59050234936,31829.9558923221,13397406.629521,49.8215391378328,0.000770625307739037,351933.96044469,2976.61251549106,30461.5564148298,927906419.213861,24.279951470304,0.000607698262553168,30605.689939667
gyroFilter,51.2259441520903,-50.2407509157264,0.133130854381882,30461.5564148298,18.3366708611547,41.4147900804733,-1.55565521011408,0,18.3343634909696,-122.127116641491,13921.5354922811,4.28393362639503,0.00224306085947964,351933.96044469,2976.61251549106,30461.5564148298,927906419.213861,24.279951470304,0.000607698262553168,30605.689939667
gyroSystem,103.66335468063,-103.25168964784,-19.3766631811708,4765.0735119737,1891.51097413728,3.22646517354916,0.436665748629174,0,1891.27295841132,35915.3784785619,11540786.5242838,47.6101673432038,0.00161307482176286,46989.6859221079,-18.4646589554707,4765.0735119737,22705925.5745134,39.611286453689,0.000674514972256582,4764.95937480415
input,102.156875967946,-103.576038843589,-21.4265802252136,24354.3538332425,1979.16231774702,3.08689801887871,0.408399534271059,0,1978.91327253276,35952.1924747575,12088594.3559783,49.3762251764986,0.000766079579420095,146973.149564826,2687.45723143228,24354.3538332425,593134550.634774,8.9880105226141,0.000597725024951924,24501.4215202987
compassSystemError,78.4378299899241,-63.8424221562752,-0.112175030407847,24719.6535610223,78.2319866224259,18.6335631431021,0.356174204786831,0,78.2221424061654,246.40925926512,114013.249187825,8.84503960667292,0.000655333190848956,436752.851831981,15.5581791269743,24719.6535610223,611061272.176963,86.4803110401978,0.000586143844106005,24718.880755009
compassFilterError,72.214077747963,-51.1214643792883,-0.16803379583769,22293.268519369,76.3842669159961,20.7406256665173,1.42684943016212,0,76.3746552050466,952.361959840785,120981.893810313,8.74087470231612,0.00066369994088486,410656.810816137,23.3055421114941,22293.268519369,496989821.276688,92.5849900637398,0.00058797483177421,22292.5793356537
fullSystemError,51.2443242955343,-50.4807286718648,-0.0349029414558075,19384.7885190033,44.4004876152689,18.9016566737066,0.218939845702637,0,44.394900539943,64.7626242802012,37253.4111158083,6.66304125420706,0.00066298249108189,352815.955748093,4.84088315602328,19384.7885190033,375770025.926481,90.2062187707266,0.000582681632410667,19384.1792608423
gyroSystemError,5.70797561339623,0,2.0499170440428,779.131544199741,3.62095944748526,1.7675884754275,0.448199230730234,0,3.62050380894903,3.0876255060927,23.1696342807465,2.79690251821658,0.000458280607989518,2544.42396582169,-284.314400902759,779.131544199741,607045.963167073,6.09102797820117,0.000417637245395588,829.362674540281
gyroFilterError,100.678228270984,-100.63989416438,21.5597110795955,24248.7960206347,1954.41393825231,3.10014004944535,-0.426805171641316,0,1954.16800721692,-36869.9477004816,11838729.878318,49.1832201980772,0.000740510752384769,111565.566059299,-2990.23629129051,24248.7960206347,588004108.45035,8.56277219855176,0.000609542966842457,24431.7134857411
