0.1,0.0137846260933127
0.109336207394328,0.016481213262944
0.127856498140578,0.0225452775645414
0.14951391223782,0.0308444342884899
0.174839842149281,0.0422058943330426
0.204455692084104,0.0577659987722721
0.239088124947509,0.0790883588411067
0.279586891948214,0.108329455114579
0.326945682335432,0.148472804225394
0.382326504840506,0.203663989136254
0.447088199053169,0.279697527680968
0.522819776295636,0.384739090673281
0.611379408055709,0.530426035053144
0.714940018610135,0.733603926942115
0.836042600511801,1.0191924054793
0.977658561104676,1.42519548121361
1,1.49694201051269
1.14326262981832,2.01213707777651
1.28996423322623,2.65092128713721
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
